strategy_id,strategy_label,model_mode,event_date,event_key,match,tournament,surface,tournament_level,match_type,score,score_family,odds_bucket,model_probability,bookmaker_odds,edge,expected_value,won,setfox_passed_default
"setfox_strict","SetFox Strict","independent","2025-05-27","12037648","M. Stanisavljevic vs A. Pilipovic","M15 Kursumlijska Banja 5","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","17","0.14388910451551984","2.446114776763837","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-27","12037143","D. Jorda Sanchis vs P. Trochu","M25 Carnac","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-27","12037651","P. Boscardin Dias vs T. Martinez","M25 Coquimbo 2","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-27","12037670","L. Lane vs M. Lazic","M15 Warmbad Villach","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-28","12037499","M. Krivoshchekov vs A. Radojicic","M15 Doboj","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","17","0.14388910451551984","2.446114776763837","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-28","12037798","A. Safonov vs V. Zatsepin","M15 Tashkent 2","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","17","0.14388910451551984","2.446114776763837","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-28","12038029","F. Andaloro vs E. Cook","M25 Heraklion","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","17","0.14388910451551984","2.446114776763837","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-28","12037307","A. Binda vs R. Tiukaev","M15 Tsaghkadzor","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-28","12037872","D. Dedura vs S. Zick","M15 Warmbad Villach","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-29","12038126","A. Chekhov vs A. Ushakov","M15 Tashkent 2","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-29","12038129","A. Binda vs T. Stringer","M15 Tsaghkadzor","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-29","12038141","T. Yamanaka vs Y. Charoenphon","M15 Luan 6","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-29","12038177","J. Story vs T. Sach","M25 Heraklion","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","true","true"
"setfox_strict","SetFox Strict","independent","2025-05-29","12038384","M. Karol vs G. Crisostomo","M15 Warmbad Villach","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","true","true"
"setfox_strict","SetFox Strict","independent","2025-05-30","12038201","M. Valkusz vs Z. Velcz","M15 Gyula","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","15","0.13604596726061785","2.040689508909268","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-30","12038455","R. Tokuda vs K. Tyagi","M15 Tashkent 2","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","13","0.1257895570042076","1.6352642410546987","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-30","12038456","A. Binda vs D. Verbeek","M15 Tsaghkadzor","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","13","0.1257895570042076","1.6352642410546987","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-30","12038563","Y. Mansouri vs P. Leykina","W15 Monastir 21","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","13","0.1257895570042076","1.6352642410546987","false","true"
"setfox_strict","SetFox Strict","independent","2025-05-30","12037821","M. Kalyakina vs Y. Ohashi","W15 Kayseri","hard","itf","singles","4-6","normal","odds_12_18","0.20271263392728453","12","0.1193793005939512","1.4325516071274143","false","true"
