date,market,level,side,match,pinn_fair_odds,pinn_vig,best_book,best_price,value,won
2026-01-12,Home/Away,slam,Home,M. Chwalinska vs M. Brengle,1.4255,0.0405,Unibet,1.38,-0.0319,true
2026-01-12,Home/Away,slam,Away,M. Chwalinska vs M. Brengle,3.3504,0.0405,bet365,3.25,-0.02996,false
2026-01-12,Home/Away (1st Set),slam,Home,M. Chwalinska vs M. Brengle,1.5421,0.042,Marathon,1.47,-0.04677,true
2026-01-12,Home/Away (1st Set),slam,Away,M. Chwalinska vs M. Brengle,2.8446,0.042,Betano,2.8,-0.01568,false
2026-01-12,Home/Away,slam,Home,K. Deichmann vs Re. Alame,1.2569,0.0388,Betano,1.21,-0.03731,true
2026-01-12,Home/Away,slam,Away,K. Deichmann vs Re. Alame,4.8926,0.0388,Betfair,5,0.02196,false
2026-01-12,Home/Away (1st Set),slam,Home,K. Deichmann vs Re. Alame,1.3591,0.0455,Marathon,1.32,-0.02878,false
2026-01-12,Home/Away (1st Set),slam,Away,K. Deichmann vs Re. Alame,3.7846,0.0455,WilliamHill,3.75,-0.00915,true
2026-01-12,Home/Away,slam,Home,A-L. Friedsam vs L. Fruhvirtova,2.2414,0.0377,Dafabet,2.21,-0.014,false
2026-01-12,Home/Away,slam,Away,A-L. Friedsam vs L. Fruhvirtova,1.8056,0.0377,1xBet,1.71,-0.05292,true
2026-01-12,Home/Away (1st Set),slam,Home,A-L. Friedsam vs L. Fruhvirtova,2.1808,0.0434,WilliamHill,2.1,-0.03705,true
2026-01-12,Home/Away (1st Set),slam,Away,A-L. Friedsam vs L. Fruhvirtova,1.8469,0.0434,Marathon,1.74,-0.05788,false
2026-01-12,Home/Away,slam,Home,O. Gadecki vs A. Rus,1.3789,0.0368,1xBet,1.34,-0.02822,true
2026-01-12,Home/Away,slam,Away,O. Gadecki vs A. Rus,3.6391,0.0368,Unibet,3.5,-0.03822,false
2026-01-12,Home/Away (1st Set),slam,Home,O. Gadecki vs A. Rus,1.4636,0.0454,WilliamHill,1.44,-0.01611,true
2026-01-12,Home/Away (1st Set),slam,Away,O. Gadecki vs A. Rus,3.1571,0.0454,Betano,2.8,-0.11312,false
2026-01-12,Home/Away,slam,Home,A. Gasanova vs K. Quevedo,2.2356,0.0398,Dafabet,2.23,-0.00252,true
2026-01-12,Home/Away,slam,Away,A. Gasanova vs K. Quevedo,1.8093,0.0398,Unibet,1.74,-0.0383,false
2026-01-12,Home/Away (1st Set),slam,Home,A. Gasanova vs K. Quevedo,2.1989,0.0421,Betano,2.12,-0.03587,true
2026-01-12,Home/Away (1st Set),slam,Away,A. Gasanova vs K. Quevedo,1.8341,0.0421,10Bet,1.73,-0.05677,false
2026-01-12,Home/Away,slam,Home,V. Hruncakova vs S. Nahimana,1.3844,0.0409,10Bet,1.55,0.11962,true
2026-01-12,Home/Away,slam,Away,V. Hruncakova vs S. Nahimana,3.6015,0.0409,Betfair,4,0.11065,false
2026-01-12,Home/Away (1st Set),slam,Home,V. Hruncakova vs S. Nahimana,1.4322,0.0454,10Bet,1.6,0.11718,true
2026-01-12,Home/Away (1st Set),slam,Away,V. Hruncakova vs S. Nahimana,3.3139,0.0454,Betfair,3.2,-0.03436,false
2026-01-12,Home/Away,slam,Home,V. Jimenez Kasintseva vs K. Cross,1.5343,0.0367,10Bet,1.53,-0.0028,true
2026-01-12,Home/Away,slam,Away,V. Jimenez Kasintseva vs K. Cross,2.8716,0.0367,1xBet,2.66,-0.07369,false
2026-01-12,Home/Away (1st Set),slam,Home,V. Jimenez Kasintseva vs K. Cross,1.5846,0.0425,10Bet,1.6,0.00971,false
2026-01-12,Home/Away (1st Set),slam,Away,V. Jimenez Kasintseva vs K. Cross,2.7105,0.0425,Betano,2.32,-0.14408,true
2026-01-12,Home/Away,slam,Home,S. Kraus vs L. Gjorcheska,1.3833,0.0401,1xBet,1.36,-0.01683,false
2026-01-12,Home/Away,slam,Away,S. Kraus vs L. Gjorcheska,3.609,0.0401,Dafabet,3.4,-0.05792,true
2026-01-12,Home/Away (1st Set),slam,Home,S. Kraus vs L. Gjorcheska,1.4914,0.0429,Marathon,1.45,-0.02776,false
2026-01-12,Home/Away (1st Set),slam,Away,S. Kraus vs L. Gjorcheska,3.035,0.0429,Betano,2.85,-0.06094,true
2026-01-12,Home/Away,slam,Home,A. Lazaro Garcia vs T. Prozorova,3.8462,0.0395,Unibet,3.55,-0.077,false
2026-01-12,Home/Away,slam,Away,A. Lazaro Garcia vs T. Prozorova,1.3514,0.0395,1xBet,1.36,0.0064,true
2026-01-12,Home/Away (1st Set),slam,Home,A. Lazaro Garcia vs T. Prozorova,3.1857,0.0411,WilliamHill,3,-0.0583,false
2026-01-12,Home/Away (1st Set),slam,Away,A. Lazaro Garcia vs T. Prozorova,1.4575,0.0411,Marathon,1.44,-0.01202,true
2026-01-12,Home/Away,slam,Home,R. Masarova vs A. Charaeva,1.3431,0.0412,1xBet,1.3,-0.03208,true
2026-01-12,Home/Away,slam,Away,R. Masarova vs A. Charaeva,3.9147,0.0412,Dafabet,3.85,-0.01653,false
2026-01-12,Home/Away (1st Set),slam,Home,R. Masarova vs A. Charaeva,1.4237,0.0468,Marathon,1.4,-0.01663,true
2026-01-12,Home/Away (1st Set),slam,Away,R. Masarova vs A. Charaeva,3.3603,0.0468,Betano,3.05,-0.09234,false
2026-01-12,Home/Away,slam,Home,T. Mrdeza vs T. Kostovic,22.1373,0.0268,1xBet,17.5,-0.20948,false
2026-01-12,Home/Away,slam,Away,T. Mrdeza vs T. Kostovic,1.0473,0.0268,Unibet,1.04,-0.00698,true
2026-01-12,Home/Away (1st Set),slam,Home,T. Mrdeza vs T. Kostovic,8.1468,0.0458,Marathon,7.1,-0.12849,false
2026-01-12,Home/Away (1st Set),slam,Away,T. Mrdeza vs T. Kostovic,1.1399,0.0458,Betfair,1.1,-0.03502,true
2026-01-12,Home/Away,slam,Home,D. Papamichail vs S. Vickery,1.6516,0.0388,Betano,1.6,-0.03127,true
2026-01-12,Home/Away,slam,Away,D. Papamichail vs S. Vickery,2.5346,0.0388,10Bet,2.62,0.0337,false
2026-01-12,Home/Away (1st Set),slam,Home,D. Papamichail vs S. Vickery,1.7237,0.0447,WilliamHill,1.67,-0.03115,true
2026-01-12,Home/Away (1st Set),slam,Away,D. Papamichail vs S. Vickery,2.3818,0.0447,10Bet,2.3,-0.03435,false
2026-01-12,Home/Away,slam,Home,N. Parrizas-Diaz vs M. Stakusic,4.254,0.0376,1xBet,4.01,-0.05735,false
2026-01-12,Home/Away,slam,Away,N. Parrizas-Diaz vs M. Stakusic,1.3073,0.0376,Dafabet,1.26,-0.03619,true
2026-01-12,Home/Away (1st Set),slam,Home,N. Parrizas-Diaz vs M. Stakusic,3.3431,0.0415,WilliamHill,3.25,-0.02784,false
2026-01-12,Home/Away (1st Set),slam,Away,N. Parrizas-Diaz vs M. Stakusic,1.4268,0.0415,Betfair,1.4,-0.01878,true
2026-01-12,Home/Away,slam,Home,B. Pera vs V. Tomova,2.4,0.039,Dafabet,2.28,-0.05,false
2026-01-12,Home/Away,slam,Away,B. Pera vs V. Tomova,1.7143,0.039,Dafabet,1.66,-0.03167,true
2026-01-12,Home/Away (1st Set),slam,Home,B. Pera vs V. Tomova,2.1989,0.0421,Betano,2.12,-0.03587,true
2026-01-12,Home/Away (1st Set),slam,Away,B. Pera vs V. Tomova,1.8341,0.0421,Marathon,1.68,-0.08403,false
2026-01-12,Home/Away,slam,Home,L. Pigossi vs L. Zhu,4.6967,0.0414,Unibet,4.6,-0.02059,false
2026-01-12,Home/Away,slam,Away,L. Pigossi vs L. Zhu,1.2705,0.0414,Marathon,1.23,-0.03188,true
2026-01-12,Home/Away (1st Set),slam,Home,L. Pigossi vs L. Zhu,3.8077,0.0432,WilliamHill,3.75,-0.01515,false
2026-01-12,Home/Away (1st Set),slam,Away,L. Pigossi vs L. Zhu,1.3562,0.0432,Marathon,1.36,0.00283,true
2026-01-12,Home/Away,slam,Home,A. Rame vs J. Ortenzi,1.7174,0.0408,Dafabet,1.64,-0.04506,false
2026-01-12,Home/Away,slam,Away,A. Rame vs J. Ortenzi,2.3939,0.0408,10Bet,2.65,0.10696,true
2026-01-12,Home/Away (1st Set),slam,Home,A. Rame vs J. Ortenzi,1.7763,0.0449,WilliamHill,1.67,-0.05982,true
2026-01-12,Home/Away (1st Set),slam,Away,A. Rame vs J. Ortenzi,2.2882,0.0449,10Bet,2.35,0.02699,false
2026-01-12,Home/Away,slam,Home,J. Riera vs E. Shibahara,2.1798,0.038,Betfair,2.1,-0.0366,true
2026-01-12,Home/Away,slam,Away,J. Riera vs E. Shibahara,1.8476,0.038,Unibet,1.77,-0.04201,false
2026-01-12,Home/Away (1st Set),slam,Home,J. Riera vs E. Shibahara,2.1685,0.0426,WilliamHill,2.1,-0.03161,true
2026-01-12,Home/Away (1st Set),slam,Away,J. Riera vs E. Shibahara,1.8558,0.0426,Betano,1.78,-0.04083,false
2026-01-12,Home/Away,slam,Home,C. Rosatello vs J. Mikulskyte,2.6218,0.0363,Dafabet,2.43,-0.07315,false
2026-01-12,Home/Away,slam,Away,C. Rosatello vs J. Mikulskyte,1.6166,0.0363,Betano,1.6,-0.01027,true
2026-01-12,Home/Away (1st Set),slam,Home,C. Rosatello vs J. Mikulskyte,2.4085,0.0427,WilliamHill,2.25,-0.06582,false
2026-01-12,Home/Away (1st Set),slam,Away,C. Rosatello vs J. Mikulskyte,1.71,0.0427,Betano,1.65,-0.03506,true
2026-01-12,Home/Away,slam,Home,A. Sasnovich vs K. Efremova,1.1842,0.0387,bet365,1.14,-0.0373,true
2026-01-12,Home/Away,slam,Away,A. Sasnovich vs K. Efremova,6.4298,0.0387,1xBet,6.63,0.03113,false
2026-01-12,Home/Away (1st Set),slam,Home,A. Sasnovich vs K. Efremova,1.286,0.0456,Betfair,1.29,0.00307,true
2026-01-12,Home/Away (1st Set),slam,Away,A. Sasnovich vs K. Efremova,4.4959,0.0456,10Bet,4,-0.11031,false
2026-01-12,Home/Away,slam,Home,M. Sherif vs G. Maristany,1.4881,0.0406,1xBet,1.45,-0.02557,false
2026-01-12,Home/Away,slam,Away,M. Sherif vs G. Maristany,3.049,0.0406,bet365,3,-0.01606,true
2026-01-12,Home/Away (1st Set),slam,Home,M. Sherif vs G. Maristany,1.5196,0.0408,Marathon,1.53,0.00686,false
2026-01-12,Home/Away (1st Set),slam,Away,M. Sherif vs G. Maristany,2.9247,0.0408,Betano,2.65,-0.09391,true
2026-01-12,Home/Away,slam,Home,T. N. Smith vs C. Brace,2.6154,0.0379,Betfair,2.75,0.05147,true
2026-01-12,Home/Away,slam,Away,T. N. Smith vs C. Brace,1.619,0.0379,Dafabet,1.53,-0.055,false
2026-01-12,Home/Away (1st Set),slam,Home,T. N. Smith vs C. Brace,2.4506,0.0428,WilliamHill,2.38,-0.02882,true
2026-01-12,Home/Away (1st Set),slam,Away,T. N. Smith vs C. Brace,1.6894,0.0428,Marathon,1.58,-0.06474,false
2026-01-12,Home/Away,slam,Home,Z. Sonmez vs L. Samson,1.4765,0.0398,1xBet,1.44,-0.02473,true
2026-01-12,Home/Away,slam,Away,Z. Sonmez vs L. Samson,3.0986,0.0398,Dafabet,2.95,-0.04795,false
2026-01-12,Home/Away (1st Set),slam,Home,Z. Sonmez vs L. Samson,1.5977,0.0442,Marathon,1.52,-0.04861,true
2026-01-12,Home/Away (1st Set),slam,Away,Z. Sonmez vs L. Samson,2.6732,0.0442,WilliamHill,2.62,-0.0199,false
2026-01-12,Home/Away,slam,Home,Y. Starodubtseva vs A. Tubello,1.2143,0.0379,1xBet,1.16,-0.04471,true
2026-01-12,Home/Away,slam,Away,Y. Starodubtseva vs A. Tubello,5.6667,0.0379,Dafabet,5.6,-0.01176,false
2026-01-12,Home/Away (1st Set),slam,Home,Y. Starodubtseva vs A. Tubello,1.3086,0.0469,Marathon,1.28,-0.02189,true
2026-01-12,Home/Away (1st Set),slam,Away,Y. Starodubtseva vs A. Tubello,4.24,0.0469,WilliamHill,4,-0.0566,false
2026-01-12,Home/Away,slam,Home,S. Stephens vs B. Palicova,1.7467,0.0397,1xBet,1.66,-0.04962,true
2026-01-12,Home/Away,slam,Away,S. Stephens vs B. Palicova,2.3393,0.0397,Betano,2.37,0.01313,false
2026-01-12,Home/Away (1st Set),slam,Home,S. Stephens vs B. Palicova,1.7613,0.0422,WilliamHill,1.7,-0.03478,true
2026-01-12,Home/Away (1st Set),slam,Away,S. Stephens vs B. Palicova,2.3136,0.0422,Betano,2.25,-0.02749,false
2026-01-12,Home/Away,slam,Home,T. Townsend vs N. Hibino,1.2808,0.0413,1xBet,1.26,-0.01626,true
2026-01-12,Home/Away,slam,Away,T. Townsend vs N. Hibino,4.561,0.0413,Unibet,4.5,-0.01337,false
2026-01-12,Home/Away (1st Set),slam,Home,T. Townsend vs N. Hibino,1.4,0.0448,Marathon,1.35,-0.03571,false
2026-01-12,Home/Away (1st Set),slam,Away,T. Townsend vs N. Hibino,3.5,0.0448,1xBet,3.26,-0.06857,true
2026-01-12,Home/Away,slam,Home,S. Webb vs L. Klimovicova,15.0481,0.03,1xBet,11.5,-0.23578,false
2026-01-12,Home/Away,slam,Away,S. Webb vs L. Klimovicova,1.0712,0.03,Betano,1.08,0.00823,true
2026-01-12,Home/Away (1st Set),slam,Home,S. Webb vs L. Klimovicova,7.1429,0.0382,10Bet,6,-0.16,false
2026-01-12,Home/Away (1st Set),slam,Away,S. Webb vs L. Klimovicova,1.1628,0.0382,bet365,1.14,-0.0196,true
2026-01-12,Home/Away,slam,Home,T. Zidansek vs J. Ponchet,1.5779,0.0381,Unibet,1.56,-0.01137,true
2026-01-12,Home/Away,slam,Away,T. Zidansek vs J. Ponchet,2.7303,0.0381,Dafabet,2.6,-0.04771,false
2026-01-12,Home/Away (1st Set),slam,Home,T. Zidansek vs J. Ponchet,1.7205,0.0427,WilliamHill,1.67,-0.02937,true
2026-01-12,Home/Away (1st Set),slam,Away,T. Zidansek vs J. Ponchet,2.3879,0.0427,Betano,2.32,-0.02843,false
2026-01-12,Home/Away,tour,Home,C. McNally vs S. Sierra,1.4534,0.0308,1xBet,1.41,-0.02985,false
2026-01-12,Home/Away,tour,Away,C. McNally vs S. Sierra,3.2057,0.0308,bet365,3,-0.06416,true
2026-01-12,Home/Away (1st Set),tour,Home,C. McNally vs S. Sierra,1.5495,0.033,1xBet,1.51,-0.02546,true
2026-01-12,Home/Away (1st Set),tour,Away,C. McNally vs S. Sierra,2.82,0.033,188bet,2.66,-0.05674,false
2026-01-12,Home/Away,tour,Home,R. Zarazua vs H. Baptiste,1.9024,0.0283,Unibet,1.86,-0.02231,true
2026-01-12,Home/Away,tour,Away,R. Zarazua vs H. Baptiste,2.1081,0.0283,Betano,2.02,-0.04179,false
2026-01-12,Home/Away (1st Set),tour,Home,R. Zarazua vs H. Baptiste,1.9846,0.0337,188bet,1.87,-0.05775,false
2026-01-12,Home/Away (1st Set),tour,Away,R. Zarazua vs H. Baptiste,2.0156,0.0337,bet365,2,-0.00775,true
2026-01-12,Home/Away,tour,Home,P. Badosa vs M. Bouzkova,1.7991,0.028,Unibet,1.75,-0.02728,false
2026-01-12,Home/Away,tour,Away,P. Badosa vs M. Bouzkova,2.2514,0.028,Betfair,2.25,-0.00063,true
2026-01-12,Home/Away (1st Set),tour,Home,P. Badosa vs M. Bouzkova,1.8271,0.0323,10Bet,1.73,-0.05315,true
2026-01-12,Home/Away (1st Set),tour,Away,P. Badosa vs M. Bouzkova,2.209,0.0323,bet365,2.1,-0.04936,false
2026-01-12,Home/Away,tour,Home,J. Cristian vs E. Alexandrova,4.5726,0.0322,WilliamHill,4.2,-0.08148,true
2026-01-12,Home/Away,tour,Away,J. Cristian vs E. Alexandrova,1.2799,0.0322,1xBet,1.26,-0.01556,false
2026-01-12,Home/Away (1st Set),tour,Home,J. Cristian vs E. Alexandrova,3.4779,0.032,WilliamHill,3.25,-0.06554,true
2026-01-12,Home/Away (1st Set),tour,Away,J. Cristian vs E. Alexandrova,1.4036,0.032,bet365,1.4,-0.00254,false
2026-01-12,Home/Away,tour,Home,A. Kalinskaya vs G. Ruse,1.6245,0.0282,WilliamHill,1.62,-0.00277,true
2026-01-12,Home/Away,tour,Away,A. Kalinskaya vs G. Ruse,2.6013,0.0282,Betfair,2.5,-0.03893,false
2026-01-12,Home/Away (1st Set),tour,Home,A. Kalinskaya vs G. Ruse,1.6778,0.0357,WilliamHill,1.67,-0.00466,true
2026-01-12,Home/Away (1st Set),tour,Away,A. Kalinskaya vs G. Ruse,2.4753,0.0357,188bet,2.33,-0.0587,false
2026-01-12,Home/Away,tour,Home,A. Shimizu vs E. Cocciaretto,7.5804,0.0285,Unibet,7,-0.07656,false
2026-01-12,Home/Away,tour,Away,A. Shimizu vs E. Cocciaretto,1.152,0.0285,WilliamHill,1.12,-0.02775,true
2026-01-12,Home/Away (1st Set),tour,Home,A. Shimizu vs E. Cocciaretto,4.8443,0.0329,188bet,4.6,-0.05042,false
2026-01-12,Home/Away (1st Set),tour,Away,A. Shimizu vs E. Cocciaretto,1.2601,0.0329,1xBet,1.23,-0.02391,true
2026-01-12,Home/Away,tour,Home,K. Volynets vs A. Li,1.9024,0.0283,Dafabet,1.84,-0.03282,false
2026-01-12,Home/Away,tour,Away,K. Volynets vs A. Li,2.1081,0.0283,188bet,2.6,0.23333,true
2026-01-12,Home/Away (1st Set),tour,Home,K. Volynets vs A. Li,1.935,0.0348,bet365,1.9,-0.01809,true
2026-01-12,Home/Away (1st Set),tour,Away,K. Volynets vs A. Li,2.0695,0.0348,WilliamHill,2,-0.03359,false
2026-01-13,Home/Away,tour,Home,T. Machac vs J. Duckworth,1.7273,0.0281,Betano,1.67,-0.03316,true
2026-01-13,Home/Away,tour,Away,T. Machac vs J. Duckworth,2.375,0.0281,1xBet,2.32,-0.02316,false
2026-01-13,Home/Away (1st Set),tour,Home,T. Machac vs J. Duckworth,1.7556,0.0327,bet365,1.72,-0.02025,true
2026-01-13,Home/Away (1st Set),tour,Away,T. Machac vs J. Duckworth,2.3235,0.0327,188bet,2.19,-0.05747,false
2026-01-13,Home/Away,tour,Home,E. Quinn vs M. Fucsovics,2,0.0309,WilliamHill,2.1,0.05,false
2026-01-13,Home/Away,tour,Away,E. Quinn vs M. Fucsovics,2,0.0309,Marathon,1.82,-0.09,true
2026-01-13,Home/Away (1st Set),tour,Home,E. Quinn vs M. Fucsovics,2.0476,0.0342,WilliamHill,2,-0.02326,false
2026-01-13,Home/Away (1st Set),tour,Away,E. Quinn vs M. Fucsovics,1.9545,0.0342,bet365,1.9,-0.02791,true
2026-01-13,Home/Away,tour,Home,T. Schoolkate vs R. Hijikata,2.2832,0.0285,10Bet,2.3,0.00734,false
2026-01-13,Home/Away,tour,Away,T. Schoolkate vs R. Hijikata,1.7793,0.0285,WilliamHill,1.67,-0.06142,true
2026-01-13,Home/Away (1st Set),tour,Home,T. Schoolkate vs R. Hijikata,2.24,0.0323,Betano,2.15,-0.04018,false
2026-01-13,Home/Away (1st Set),tour,Away,T. Schoolkate vs R. Hijikata,1.8065,0.0323,bet365,1.72,-0.04786,true
2026-01-13,Home/Away,tour,Home,R. Bautista-Agut vs G. Mpetshi Perricard,3.25,0.0317,188bet,3.05,-0.06154,false
2026-01-13,Home/Away,tour,Away,R. Bautista-Agut vs G. Mpetshi Perricard,1.4444,0.0317,bet365,1.44,-0.00308,true
2026-01-13,Home/Away (1st Set),tour,Home,R. Bautista-Agut vs G. Mpetshi Perricard,2.6346,0.0332,Betano,2.55,-0.03212,false
2026-01-13,Home/Away (1st Set),tour,Away,R. Bautista-Agut vs G. Mpetshi Perricard,1.6118,0.0332,bet365,1.53,-0.05073,true
2026-01-13,Home/Away,tour,Home,N. Borges vs T. M. Etcheverry,1.9163,0.0302,WilliamHill,1.91,-0.00326,true
2026-01-13,Home/Away,tour,Away,N. Borges vs T. M. Etcheverry,2.0914,0.0302,bet365,2,-0.0437,false
2026-01-13,Home/Away (1st Set),tour,Home,N. Borges vs T. M. Etcheverry,2.0156,0.0337,188bet,1.91,-0.0524,true
2026-01-13,Home/Away (1st Set),tour,Away,N. Borges vs T. M. Etcheverry,1.9846,0.0337,bet365,2,0.00775,false
2026-01-13,Home/Away,tour,Home,F. Marozsan vs G. Monfils,1.6545,0.0276,Dafabet,1.63,-0.01479,true
2026-01-13,Home/Away,tour,Away,F. Marozsan vs G. Monfils,2.528,0.0276,188bet,2.39,-0.05457,false
2026-01-13,Home/Away (1st Set),tour,Home,F. Marozsan vs G. Monfils,1.7082,0.0352,1xBet,1.68,-0.01648,false
2026-01-13,Home/Away (1st Set),tour,Away,F. Marozsan vs G. Monfils,2.4121,0.0352,188bet,2.27,-0.05892,true
2026-01-13,Home/Away,tour,Home,A. Muller vs M. Giron,2.1844,0.0304,Betfair,2.1,-0.03862,false
2026-01-13,Home/Away,tour,Away,A. Muller vs M. Giron,1.8443,0.0304,1xBet,1.82,-0.0132,true
2026-01-13,Home/Away (1st Set),tour,Home,A. Muller vs M. Giron,2.191,0.0335,188bet,2.07,-0.05523,false
2026-01-13,Home/Away (1st Set),tour,Away,A. Muller vs M. Giron,1.8396,0.0335,bet365,1.8,-0.02154,true
2026-01-13,Home/Away,tour,Home,M. Navone vs A. Michelsen,3.5481,0.0314,Dafabet,3.55,0.00052,false
2026-01-13,Home/Away,tour,Away,M. Navone vs A. Michelsen,1.3924,0.0314,WilliamHill,1.33,-0.04484,true
2026-01-13,Home/Away (1st Set),tour,Home,M. Navone vs A. Michelsen,2.9726,0.0322,bet365,3,0.00922,true
2026-01-13,Home/Away (1st Set),tour,Away,M. Navone vs A. Michelsen,1.5069,0.0322,WilliamHill,1.44,-0.04442,false
2026-01-13,Home/Away,slam,Home,T. Barrios Vera vs S. Gueymard Wayenburg,1.5862,0.0367,Unibet,1.56,-0.01652,true
2026-01-13,Home/Away,slam,Away,T. Barrios Vera vs S. Gueymard Wayenburg,2.7059,0.0367,bet365,2.62,-0.03174,false
2026-01-13,Home/Away (1st Set),slam,Home,T. Barrios Vera vs S. Gueymard Wayenburg,1.7069,0.0408,10Bet,1.6,-0.06263,true
2026-01-13,Home/Away (1st Set),slam,Away,T. Barrios Vera vs S. Gueymard Wayenburg,2.4146,0.0408,bet365,2.37,-0.01848,false
2026-01-13,Home/Away,slam,Home,A. Blockx vs M. Cecchinato,1.0689,0.0278,1xBet,1.07,0.00105,true
2026-01-13,Home/Away,slam,Away,A. Blockx vs M. Cecchinato,15.5192,0.0278,bet365,13,-0.16233,false
2026-01-13,Home/Away (1st Set),slam,Home,A. Blockx vs M. Cecchinato,1.1215,0.0384,Marathon,1.18,0.05218,true
2026-01-13,Home/Away (1st Set),slam,Away,A. Blockx vs M. Cecchinato,9.2315,0.0384,Betano,7.7,-0.1659,false
2026-01-13,Home/Away,slam,Home,A. Bolt vs E. Ymer,1.5535,0.0357,Unibet,1.52,-0.02157,false
2026-01-13,Home/Away,slam,Away,A. Bolt vs E. Ymer,2.8067,0.0357,Betfair,2.75,-0.02019,true
2026-01-13,Home/Away (1st Set),slam,Home,A. Bolt vs E. Ymer,1.6382,0.0434,1xBet,1.58,-0.03553,false
2026-01-13,Home/Away (1st Set),slam,Away,A. Bolt vs E. Ymer,2.5669,0.0434,Betfair,2.5,-0.02605,true
2026-01-13,Home/Away,slam,Home,M. Bouzige vs L. Draxl,7.3482,0.0335,1xBet,7.14,-0.02834,false
2026-01-13,Home/Away,slam,Away,M. Bouzige vs L. Draxl,1.1575,0.0335,bet365,1.12,-0.03242,true
2026-01-13,Home/Away (1st Set),slam,Home,M. Bouzige vs L. Draxl,4.843,0.0415,10Bet,4.5,-0.07082,false
2026-01-13,Home/Away (1st Set),slam,Away,M. Bouzige vs L. Draxl,1.2602,0.0415,Marathon,1.23,-0.02398,true
2026-01-13,Home/Away,slam,Home,R. A. Burruchaga vs R. Peniston,1.6078,0.0373,Unibet,1.53,-0.04841,true
2026-01-13,Home/Away,slam,Away,R. A. Burruchaga vs R. Peniston,2.6452,0.0373,Dafabet,2.65,0.00183,false
2026-01-13,Home/Away (1st Set),slam,Home,R. A. Burruchaga vs R. Peniston,1.7613,0.0422,188bet,1.63,-0.07453,true
2026-01-13,Home/Away (1st Set),slam,Away,R. A. Burruchaga vs R. Peniston,2.3136,0.0422,bet365,2.37,0.02437,false
2026-01-13,Home/Away,slam,Home,J. Choinski vs L. Riedi,2.162,0.0394,Betfair,2.1,-0.02868,false
2026-01-13,Home/Away,slam,Away,J. Choinski vs L. Riedi,1.8606,0.0394,bet365,1.8,-0.03256,true
2026-01-13,Home/Away (1st Set),slam,Home,J. Choinski vs L. Riedi,2.1215,0.0451,Betfair,2,-0.05729,false
2026-01-13,Home/Away (1st Set),slam,Away,J. Choinski vs L. Riedi,1.8916,0.0451,bet365,1.83,-0.03258,true
2026-01-13,Home/Away,slam,Home,B. Ellis vs S. Travaglia,2.0865,0.0381,Dafabet,2.12,0.01606,false
2026-01-13,Home/Away,slam,Away,B. Ellis vs S. Travaglia,1.9204,0.0381,Betano,1.8,-0.06269,true
2026-01-13,Home/Away (1st Set),slam,Home,B. Ellis vs S. Travaglia,2.1564,0.0418,10Bet,2,-0.07254,false
2026-01-13,Home/Away (1st Set),slam,Away,B. Ellis vs S. Travaglia,1.8647,0.0418,Betano,1.82,-0.02399,true
2026-01-13,Home/Away,slam,Home,J. P. Ficovich vs J. Rodionov,3.4338,0.0374,10Bet,3.4,-0.00985,false
2026-01-13,Home/Away,slam,Away,J. P. Ficovich vs J. Rodionov,1.4109,0.0374,1xBet,1.36,-0.03606,true
2026-01-13,Home/Away (1st Set),slam,Home,J. P. Ficovich vs J. Rodionov,2.9178,0.0421,Betano,2.75,-0.05751,false
2026-01-13,Home/Away (1st Set),slam,Away,J. P. Ficovich vs J. Rodionov,1.5214,0.0421,Marathon,1.46,-0.04038,true
2026-01-13,Home/Away,slam,Home,L. Giustino vs F. Maestrelli,2.3653,0.0374,Dafabet,2.22,-0.06142,false
2026-01-13,Home/Away,slam,Away,L. Giustino vs F. Maestrelli,1.7325,0.0374,Unibet,1.71,-0.01296,true
2026-01-13,Home/Away (1st Set),slam,Home,L. Giustino vs F. Maestrelli,2.1038,0.0415,Betfair,2.1,-0.00182,false
2026-01-13,Home/Away (1st Set),slam,Away,L. Giustino vs F. Maestrelli,1.9059,0.0415,bet365,1.72,-0.09756,true
2026-01-13,Home/Away,slam,Home,A. Guillen Meza vs T. Seyboth Wild,3.0915,0.0409,bet365,3,-0.02961,false
2026-01-13,Home/Away,slam,Away,A. Guillen Meza vs T. Seyboth Wild,1.4781,0.0409,1xBet,1.42,-0.03932,true
2026-01-13,Home/Away (1st Set),slam,Home,A. Guillen Meza vs T. Seyboth Wild,3.042,0.0418,10Bet,2.62,-0.13871,false
2026-01-13,Home/Away (1st Set),slam,Away,A. Guillen Meza vs T. Seyboth Wild,1.4897,0.0418,Marathon,1.51,0.01361,true
2026-01-13,Home/Away,slam,Home,H. Habib vs Z. Svajda,2.5188,0.0365,bet365,2.5,-0.00744,false
2026-01-13,Home/Away,slam,Away,H. Habib vs Z. Svajda,1.6584,0.0365,1xBet,1.57,-0.05333,true
2026-01-13,Home/Away (1st Set),slam,Home,H. Habib vs Z. Svajda,2.3675,0.0429,Betano,2.3,-0.0285,false
2026-01-13,Home/Away (1st Set),slam,Away,H. Habib vs Z. Svajda,1.7313,0.0429,Marathon,1.64,-0.05272,true
2026-01-13,Home/Away,slam,Home,B. Harris vs C. Rodesch,2.2865,0.0393,Marathon,2.26,-0.01161,false
2026-01-13,Home/Away,slam,Away,B. Harris vs C. Rodesch,1.7773,0.0393,bet365,1.72,-0.03223,true
