date,market,level,side,match,pinn_fair_odds,pinn_vig,best_book,best_price,value,won
2026-03-22,Home/Away,tour,Away,Q. Zheng vs M. Keys,1.8203,0.0226,1xBet,1.74,-0.0441,false
2026-03-22,Home/Away (1st Set),tour,Home,Q. Zheng vs M. Keys,2.2079,0.0269,1xBet,2.12,-0.0398,false
2026-03-22,Home/Away (1st Set),tour,Away,Q. Zheng vs M. Keys,1.8279,0.0269,Marathon,1.75,-0.04262,true
2026-03-23,Home/Away,tour,Home,M. Berrettini vs V. Vacherot,1.7838,0.0252,188bet,1.7,-0.04697,false
2026-03-23,Home/Away,tour,Away,M. Berrettini vs V. Vacherot,2.2759,0.0252,1xBet,2.22,-0.02455,true
2026-03-23,Home/Away (1st Set),tour,Home,M. Berrettini vs V. Vacherot,1.9024,0.0283,188bet,1.79,-0.0591,false
2026-03-23,Home/Away (1st Set),tour,Away,M. Berrettini vs V. Vacherot,2.1081,0.0283,WilliamHill,2.1,-0.00385,true
2026-03-23,Home/Away,tour,Home,A. Fils vs S. Tsitsipas,1.6777,0.023,WilliamHill,1.67,-0.00458,true
2026-03-23,Home/Away,tour,Away,A. Fils vs S. Tsitsipas,2.4756,0.023,1xBet,2.51,0.01389,false
2026-03-23,Home/Away (1st Set),tour,Home,A. Fils vs S. Tsitsipas,1.76,0.0292,WilliamHill,1.7,-0.03409,true
2026-03-23,Home/Away (1st Set),tour,Away,A. Fils vs S. Tsitsipas,2.3158,0.0292,1xBet,2.32,0.00182,false
2026-03-23,Home/Away,tour,Home,Q. Halys vs K. Majchrzak,2.2316,0.0237,WilliamHill,2.2,-0.01418,true
2026-03-23,Home/Away,tour,Away,Q. Halys vs K. Majchrzak,1.8119,0.0237,1xBet,1.8,-0.00658,false
2026-03-23,Home/Away (1st Set),tour,Home,Q. Halys vs K. Majchrzak,2.1196,0.0289,WilliamHill,2.1,-0.00923,true
2026-03-23,Home/Away (1st Set),tour,Away,Q. Halys vs K. Majchrzak,1.8932,0.0289,188bet,1.8,-0.04923,false
2026-03-23,Home/Away,tour,Home,F. Auger-Aliassime vs T. Atmane,1.3185,0.0221,WilliamHill,1.3,-0.01404,false
2026-03-23,Home/Away,tour,Away,F. Auger-Aliassime vs T. Atmane,4.1395,0.0221,Betway,4,-0.03371,true
2026-03-23,Home/Away (1st Set),tour,Home,F. Auger-Aliassime vs T. Atmane,1.5017,0.0286,WilliamHill,1.44,-0.0411,false
2026-03-23,Home/Away (1st Set),tour,Away,F. Auger-Aliassime vs T. Atmane,2.9932,0.0286,1xBet,3.2,0.06911,true
2026-03-23,Home/Away,tour,Home,A. Tabilo vs A. Michelsen,2.5404,0.0243,Fonbet,2.45,-0.03557,false
2026-03-23,Home/Away,tour,Away,A. Tabilo vs A. Michelsen,1.6492,0.0243,bwin,1.6,-0.02983,true
2026-03-23,Home/Away (1st Set),tour,Home,A. Tabilo vs A. Michelsen,2.3099,0.0312,1xBet,2.32,0.00435,true
2026-03-23,Home/Away (1st Set),tour,Away,A. Tabilo vs A. Michelsen,1.7634,0.0312,188bet,1.68,-0.04729,false
2026-03-23,Home/Away,tour,Home,F. Cerundolo vs D. Medvedev,4.3889,0.0278,WilliamHill,4,-0.08861,true
2026-03-23,Home/Away,tour,Away,F. Cerundolo vs D. Medvedev,1.2951,0.0278,Betfair,1.29,-0.00392,false
2026-03-23,Home/Away (1st Set),tour,Home,F. Cerundolo vs D. Medvedev,3.3768,0.0295,WilliamHill,3.25,-0.03755,true
2026-03-23,Home/Away (1st Set),tour,Away,F. Cerundolo vs D. Medvedev,1.4207,0.0295,Marathon,1.38,-0.02867,false
2026-03-23,Home/Away,tour,Home,M. Cilic vs A. Zverev,6.1217,0.0393,1xBet,6.02,-0.01662,false
2026-03-23,Home/Away,tour,Away,M. Cilic vs A. Zverev,1.1952,0.0393,Unibet,1.17,-0.02112,true
2026-03-23,Home/Away (1st Set),tour,Home,M. Cilic vs A. Zverev,4.2126,0.0325,WilliamHill,4,-0.05047,false
2026-03-23,Home/Away (1st Set),tour,Away,M. Cilic vs A. Zverev,1.3113,0.0325,Marathon,1.26,-0.0391,true
2026-03-23,Home/Away,tour,Home,A. Shevchenko vs U. Humbert,4.4206,0.0257,Betway,4.25,-0.0386,false
2026-03-23,Home/Away,tour,Away,A. Shevchenko vs U. Humbert,1.2923,0.0257,Unibet,1.27,-0.01729,true
2026-03-23,Home/Away (1st Set),tour,Home,A. Shevchenko vs U. Humbert,3.5704,0.0289,WilliamHill,3.4,-0.04772,false
2026-03-23,Home/Away (1st Set),tour,Away,A. Shevchenko vs U. Humbert,1.389,0.0289,Marathon,1.37,-0.01371,true
2026-03-23,Home/Away,tour,Home,F. Tiafoe vs J. Mensik,2.3275,0.0253,188bet,2.32,-0.00322,true
2026-03-23,Home/Away,tour,Away,F. Tiafoe vs J. Mensik,1.7533,0.0253,1xBet,1.68,-0.04181,false
2026-03-23,Home/Away (1st Set),tour,Home,F. Tiafoe vs J. Mensik,2.2644,0.0293,WilliamHill,2.2,-0.02843,true
2026-03-23,Home/Away (1st Set),tour,Away,F. Tiafoe vs J. Mensik,1.7909,0.0293,Marathon,1.68,-0.06193,false
2026-03-23,Home/Away,tour,Home,A. Sabalenka vs C. McNally,1.0753,0.0241,1xBet,1.06,-0.01425,true
2026-03-23,Home/Away,tour,Away,A. Sabalenka vs C. McNally,14.2762,0.0241,bet365,11,-0.22949,false
2026-03-23,Home/Away (1st Set),tour,Home,A. Sabalenka vs C. McNally,1.1337,0.0306,Marathon,1.14,0.00559,true
2026-03-23,Home/Away (1st Set),tour,Away,A. Sabalenka vs C. McNally,8.4818,0.0306,1xBet,6.54,-0.22894,false
2026-03-23,Home/Away,tour,Home,M. Andreeva vs V. Mboko,2.0365,0.0233,1xBet,2.01,-0.01299,false
2026-03-23,Home/Away,tour,Away,M. Andreeva vs V. Mboko,1.9648,0.0233,188bet,2.01,0.02299,true
2026-03-23,Home/Away (1st Set),tour,Home,M. Andreeva vs V. Mboko,2.0104,0.031,1xBet,1.91,-0.04992,false
2026-03-23,Home/Away (1st Set),tour,Away,M. Andreeva vs V. Mboko,1.9897,0.031,bet365,2,0.00515,true
2026-03-23,Home/Away,tour,Home,K. Muchova vs A. Eala,1.2796,0.0237,1xBet,1.27,-0.00753,true
2026-03-23,Home/Away,tour,Away,K. Muchova vs A. Eala,4.576,0.0237,188bet,4.4,-0.03846,false
2026-03-23,Home/Away (1st Set),tour,Home,K. Muchova vs A. Eala,1.3796,0.0296,Marathon,1.37,-0.00696,true
2026-03-23,Home/Away (1st Set),tour,Away,K. Muchova vs A. Eala,3.6343,0.0296,10Bet,3.4,-0.06448,false
2026-03-23,Home/Away,tour,Home,S. Cirstea vs C. Gauff,2.7273,0.0253,bet365,2.62,-0.03933,false
2026-03-23,Home/Away,tour,Away,S. Cirstea vs C. Gauff,1.5789,0.0253,1xBet,1.57,-0.00567,true
2026-03-23,Home/Away (1st Set),tour,Home,S. Cirstea vs C. Gauff,2.375,0.0281,WilliamHill,2.38,0.00211,false
2026-03-23,Home/Away (1st Set),tour,Away,S. Cirstea vs C. Gauff,1.7273,0.0281,Marathon,1.6,-0.07368,true
2026-03-23,Home/Away,tour,Home,J. Cristian vs J. Pegula,9.1,0.0213,Betway,8,-0.12088,false
2026-03-23,Home/Away,tour,Away,J. Cristian vs J. Pegula,1.1235,0.0213,bet365,1.11,-0.01198,true
2026-03-23,Home/Away (1st Set),tour,Home,J. Cristian vs J. Pegula,5.6356,0.0303,1xBet,5.05,-0.10391,false
2026-03-23,Home/Away (1st Set),tour,Away,J. Cristian vs J. Pegula,1.2157,0.0303,bet365,1.2,-0.01293,true
2026-03-23,Home/Away,tour,Home,H. Baptiste vs J. Ostapenko,1.9648,0.0233,WilliamHill,1.91,-0.0279,true
2026-03-23,Home/Away,tour,Away,H. Baptiste vs J. Ostapenko,2.0365,0.0233,bwin,1.95,-0.04246,false
2026-03-23,Home/Away (1st Set),tour,Home,H. Baptiste vs J. Ostapenko,1.9307,0.027,1xBet,1.91,-0.01072,true
2026-03-23,Home/Away (1st Set),tour,Away,H. Baptiste vs J. Ostapenko,2.0745,0.027,Fonbet,1.95,-0.06,false
2026-03-23,Home/Away,tour,Home,A. Sabalenka vs Q. Zheng,1.1756,0.0222,Marathon,1.21,0.02929,true
2026-03-23,Home/Away,tour,Away,A. Sabalenka vs Q. Zheng,6.6957,0.0222,1xBet,6.05,-0.09643,false
2026-03-23,Home/Away (1st Set),tour,Home,A. Sabalenka vs Q. Zheng,1.2628,0.0267,Marathon,1.32,0.04528,true
2026-03-23,Home/Away (1st Set),tour,Away,A. Sabalenka vs Q. Zheng,4.8049,0.0267,10Bet,4.33,-0.09883,false
2026-03-24,Home/Away,tour,Home,C. Moutet vs J. Sinner,35.451,0.0088,bet365,26,-0.26659,false
2026-03-24,Home/Away,tour,Away,C. Moutet vs J. Sinner,1.029,0.0088,10Bet,1.02,-0.00877,true
2026-03-24,Home/Away (1st Set),tour,Home,C. Moutet vs J. Sinner,12.7642,0.0236,WilliamHill,10,-0.21656,false
2026-03-24,Home/Away (1st Set),tour,Away,C. Moutet vs J. Sinner,1.085,0.0236,10Bet,1.07,-0.01383,true
2026-03-24,Home/Away,tour,Home,J. Lehecka vs T. Fritz,2.6968,0.0254,1xBet,2.78,0.03086,true
2026-03-24,Home/Away,tour,Away,J. Lehecka vs T. Fritz,1.5894,0.0254,Unibet,1.52,-0.04364,false
2026-03-24,Home/Away (1st Set),tour,Home,J. Lehecka vs T. Fritz,2.3353,0.0288,1xBet,2.51,0.07481,true
2026-03-24,Home/Away (1st Set),tour,Away,J. Lehecka vs T. Fritz,1.7489,0.0288,WilliamHill,1.57,-0.10229,false
2026-03-24,Home/Away,tour,Home,T. M. Etcheverry vs T. Paul,3.5221,0.0268,Marathon,3.24,-0.08008,false
2026-03-24,Home/Away,tour,Away,T. M. Etcheverry vs T. Paul,1.3965,0.0268,Unibet,1.37,-0.01898,true
2026-03-24,Home/Away (1st Set),tour,Home,T. M. Etcheverry vs T. Paul,2.8079,0.0286,1xBet,2.78,-0.00995,false
2026-03-24,Home/Away (1st Set),tour,Away,T. M. Etcheverry vs T. Paul,1.5531,0.0286,1xBet,1.46,-0.05995,true
2026-03-24,Home/Away,tour,Home,S. Korda vs M. Landaluce,1.3053,0.0278,WilliamHill,1.29,-0.01171,false
2026-03-24,Home/Away,tour,Away,S. Korda vs M. Landaluce,4.2756,0.0278,Betano,4.15,-0.02937,true
2026-03-24,Home/Away (1st Set),tour,Home,S. Korda vs M. Landaluce,1.4375,0.0268,Marathon,1.37,-0.04696,true
2026-03-24,Home/Away (1st Set),tour,Away,S. Korda vs M. Landaluce,3.2857,0.0268,bet365,3.4,0.03478,false
2026-03-24,Home/Away,tour,Home,V. Vacherot vs A. Fils,3.4818,0.024,Betano,3.25,-0.06656,false
2026-03-24,Home/Away,tour,Away,V. Vacherot vs A. Fils,1.4029,0.024,1xBet,1.39,-0.00922,true
2026-03-24,Home/Away (1st Set),tour,Home,V. Vacherot vs A. Fils,2.7632,0.031,1xBet,2.78,0.0061,false
2026-03-24,Home/Away (1st Set),tour,Away,V. Vacherot vs A. Fils,1.5672,0.031,Marathon,1.46,-0.06838,true
2026-03-24,Home/Away,tour,Home,T. Atmane vs F. Tiafoe,3.0205,0.0239,WilliamHill,2.9,-0.03991,false
2026-03-24,Home/Away,tour,Away,T. Atmane vs F. Tiafoe,1.4949,0.0239,Betano,1.47,-0.01667,true
2026-03-24,Home/Away (1st Set),tour,Home,T. Atmane vs F. Tiafoe,2.4724,0.0302,Betano,2.42,-0.02119,false
2026-03-24,Home/Away (1st Set),tour,Away,T. Atmane vs F. Tiafoe,1.6792,0.0302,bet365,1.57,-0.06501,true
2026-03-24,Home/Away,tour,Home,A. Michelsen vs J. Sinner,16.875,0.0221,bet365,15,-0.11111,false
2026-03-24,Home/Away,tour,Away,A. Michelsen vs J. Sinner,1.063,0.0221,WilliamHill,1.05,-0.01222,true
2026-03-24,Home/Away (1st Set),tour,Home,A. Michelsen vs J. Sinner,8.045,0.0288,1xBet,7.03,-0.12617,false
2026-03-24,Home/Away (1st Set),tour,Away,A. Michelsen vs J. Sinner,1.1419,0.0288,Marathon,1.12,-0.01922,true
2026-03-24,Home/Away,tour,Home,A. Anisimova vs B. Bencic,1.7533,0.0253,1xBet,1.7,-0.0304,false
2026-03-24,Home/Away,tour,Away,A. Anisimova vs B. Bencic,2.3275,0.0253,WilliamHill,2.3,-0.01181,true
2026-03-24,Home/Away (1st Set),tour,Home,A. Anisimova vs B. Bencic,1.8028,0.0301,Marathon,1.71,-0.05145,false
2026-03-24,Home/Away (1st Set),tour,Away,A. Anisimova vs B. Bencic,2.2457,0.0301,bet365,2.2,-0.02036,true
2026-03-24,Home/Away,tour,Home,E. Rybakina vs T. Gibson,1.1542,0.0214,1xBet,1.14,-0.01227,true
2026-03-24,Home/Away,tour,Away,E. Rybakina vs T. Gibson,7.4867,0.0214,Unibet,7.5,0.00177,false
2026-03-24,Home/Away (1st Set),tour,Home,E. Rybakina vs T. Gibson,1.2312,0.026,Marathon,1.24,0.00714,true
2026-03-24,Home/Away (1st Set),tour,Away,E. Rybakina vs T. Gibson,5.325,0.026,Fonbet,4.6,-0.13615,false
2026-03-24,Home/Away,tour,Home,V. Mboko vs K. Muchova,2.0745,0.027,WilliamHill,1.91,-0.07928,false
2026-03-24,Home/Away,tour,Away,V. Mboko vs K. Muchova,1.9307,0.027,1xBet,2.01,0.04108,true
2026-03-24,Home/Away (1st Set),tour,Home,V. Mboko vs K. Muchova,2.0474,0.0288,188bet,1.91,-0.0671,false
2026-03-24,Home/Away (1st Set),tour,Away,V. Mboko vs K. Muchova,1.9548,0.0288,1xBet,2.01,0.02825,true
2026-03-25,Home/Away,tour,Home,U. Humbert vs F. Cerundolo,1.9356,0.0242,WilliamHill,1.91,-0.01325,false
2026-03-25,Home/Away,tour,Away,U. Humbert vs F. Cerundolo,2.0688,0.0242,bet365,2,-0.03325,true
2026-03-25,Home/Away (1st Set),tour,Home,U. Humbert vs F. Cerundolo,1.9212,0.0274,bet365,1.9,-0.01103,false
2026-03-25,Home/Away (1st Set),tour,Away,U. Humbert vs F. Cerundolo,2.0856,0.0274,Betano,1.93,-0.07459,true
2026-03-25,Home/Away,tour,Home,Q. Halys vs A. Zverev,7.1404,0.0201,1xBet,6.77,-0.05187,false
2026-03-25,Home/Away,tour,Away,Q. Halys vs A. Zverev,1.1629,0.0201,bet365,1.14,-0.01966,true
2026-03-25,Home/Away (1st Set),tour,Home,Q. Halys vs A. Zverev,4.2283,0.0313,10Bet,4,-0.054,false
2026-03-25,Home/Away (1st Set),tour,Away,Q. Halys vs A. Zverev,1.3098,0.0313,bet365,1.25,-0.04562,true
2026-03-25,Home/Away,tour,Home,M. Landaluce vs J. Lehecka,3.6296,0.0224,Betano,3.55,-0.02194,false
2026-03-25,Home/Away,tour,Away,M. Landaluce vs J. Lehecka,1.3803,0.0224,1xBet,1.36,-0.01469,true
2026-03-25,Home/Away (1st Set),tour,Home,M. Landaluce vs J. Lehecka,3.0694,0.03,1xBet,3,-0.02262,false
2026-03-25,Home/Away (1st Set),tour,Away,M. Landaluce vs J. Lehecka,1.4832,0.03,188bet,1.45,-0.0224,true
2026-03-25,Home/Away,tour,Home,B. Bencic vs C. Gauff,1.8937,0.0236,WilliamHill,1.91,0.0086,false
2026-03-25,Home/Away,tour,Away,B. Bencic vs C. Gauff,2.1189,0.0236,Unibet,2,-0.05612,true
2026-03-25,Home/Away (1st Set),tour,Home,B. Bencic vs C. Gauff,1.94,0.0319,bet365,1.9,-0.02062,false
2026-03-25,Home/Away (1st Set),tour,Away,B. Bencic vs C. Gauff,2.0638,0.0319,188bet,1.94,-0.06,true
2026-03-25,Home/Away,tour,Home,E. Rybakina vs J. Pegula,1.4983,0.0262,bet365,1.44,-0.03891,true
2026-03-25,Home/Away,tour,Away,E. Rybakina vs J. Pegula,3.0068,0.0262,1xBet,2.92,-0.02888,false
2026-03-25,Home/Away (1st Set),tour,Home,E. Rybakina vs J. Pegula,1.6047,0.0286,188bet,1.56,-0.02783,false
2026-03-25,Home/Away (1st Set),tour,Away,E. Rybakina vs J. Pegula,2.6538,0.0286,WilliamHill,2.62,-0.01275,true
2026-03-26,Home/Away,tour,Home,T. Paul vs A. Fils,2.2135,0.0248,WilliamHill,2.2,-0.00609,false
2026-03-26,Home/Away,tour,Away,T. Paul vs A. Fils,1.8241,0.0248,1xBet,1.76,-0.03513,true
2026-03-26,Home/Away (1st Set),tour,Home,T. Paul vs A. Fils,2.1196,0.0289,bet365,2.1,-0.00923,true
2026-03-26,Home/Away (1st Set),tour,Away,T. Paul vs A. Fils,1.8932,0.0289,188bet,1.82,-0.03867,false
2026-03-26,Home/Away,tour,Home,F. Tiafoe vs J. Sinner,14.7524,0.0216,bet365,15,0.01679,false
2026-03-26,Home/Away,tour,Away,F. Tiafoe vs J. Sinner,1.0727,0.0216,Unibet,1.04,-0.0305,true
2026-03-26,Home/Away (1st Set),tour,Home,F. Tiafoe vs J. Sinner,8.1261,0.0273,188bet,8.6,0.05831,false
2026-03-26,Home/Away (1st Set),tour,Away,F. Tiafoe vs J. Sinner,1.1403,0.0273,Marathon,1.11,-0.0266,true
2026-03-26,Home/Away,tour,Home,A. Sabalenka vs H. Baptiste,1.1153,0.0233,WilliamHill,1.08,-0.03169,true
2026-03-26,Home/Away,tour,Away,A. Sabalenka vs H. Baptiste,9.6697,0.0233,1xBet,10.1,0.0445,false
2026-03-26,Home/Away (1st Set),tour,Home,A. Sabalenka vs H. Baptiste,1.2142,0.0289,Marathon,1.17,-0.03637,true
2026-03-26,Home/Away (1st Set),tour,Away,A. Sabalenka vs H. Baptiste,5.6695,0.0289,10Bet,5.5,-0.0299,false
2026-03-26,Home/Away,tour,Home,C. Gauff vs K. Muchova,1.9697,0.0259,Unibet,1.89,-0.04046,true
2026-03-26,Home/Away,tour,Away,C. Gauff vs K. Muchova,2.0313,0.0259,1xBet,2.12,0.04369,false
2026-03-26,Home/Away (1st Set),tour,Home,C. Gauff vs K. Muchova,1.9548,0.0288,bet365,1.9,-0.02802,true
2026-03-26,Home/Away (1st Set),tour,Away,C. Gauff vs K. Muchova,2.0474,0.0288,1xBet,2.12,0.03548,false
2026-03-27,Home/Away,tour,Home,F. Cerundolo vs A. Zverev,3.6791,0.0248,Betano,3.65,-0.00791,false
2026-03-27,Home/Away,tour,Away,F. Cerundolo vs A. Zverev,1.3733,0.0248,Unibet,1.37,-0.00237,true
2026-03-27,Home/Away (1st Set),tour,Home,F. Cerundolo vs A. Zverev,2.9863,0.0298,Betano,2.87,-0.03894,false
2026-03-27,Home/Away (1st Set),tour,Away,F. Cerundolo vs A. Zverev,1.5034,0.0298,188bet,1.45,-0.03555,true
2026-03-27,Home/Away,tour,Home,J. Lehecka vs A. Fils,2.3669,0.0246,1xBet,2.33,-0.01557,true
2026-03-27,Home/Away,tour,Away,J. Lehecka vs A. Fils,1.7316,0.0246,Unibet,1.68,-0.0298,false
2026-03-27,Home/Away (1st Set),tour,Home,J. Lehecka vs A. Fils,2.2644,0.0293,1xBet,2.22,-0.01959,true
2026-03-27,Home/Away (1st Set),tour,Away,J. Lehecka vs A. Fils,1.7909,0.0293,WilliamHill,1.7,-0.05076,false
2026-03-27,Home/Away,tour,Home,A. Sabalenka vs E. Rybakina,1.8119,0.0237,1xBet,1.74,-0.0397,true
2026-03-27,Home/Away,tour,Away,A. Sabalenka vs E. Rybakina,2.2316,0.0237,Unibet,2.16,-0.0321,false
2026-03-27,Home/Away (1st Set),tour,Home,A. Sabalenka vs E. Rybakina,1.866,0.031,Marathon,1.74,-0.06754,true
2026-03-27,Home/Away (1st Set),tour,Away,A. Sabalenka vs E. Rybakina,2.1547,0.031,1xBet,2.12,-0.0161,false
2026-03-28,Home/Away,tour,Home,A. Zverev vs J. Sinner,6.0427,0.0242,WilliamHill,6,-0.00707,false
2026-03-28,Home/Away,tour,Away,A. Zverev vs J. Sinner,1.1983,0.0242,1xBet,1.17,-0.02362,true
2026-03-28,Home/Away (1st Set),tour,Home,A. Zverev vs J. Sinner,4.464,0.0309,10Bet,4.33,-0.03002,false
2026-03-28,Home/Away (1st Set),tour,Away,A. Zverev vs J. Sinner,1.2887,0.0309,Marathon,1.27,-0.0145,true
2026-03-28,Home/Away,tour,Home,Dar. Blanch vs G. A. Olivieri,1.6502,0.0444,Unibet,1.62,-0.0183,true
2026-03-28,Home/Away,tour,Away,Dar. Blanch vs G. A. Olivieri,2.538,0.0444,Superbet,2.3,-0.09377,false
2026-03-28,Home/Away,tour,Home,A. Bolt vs A. Rybakov,1.6449,0.0411,Unibet,1.66,0.00918,true
2026-03-28,Home/Away,tour,Away,A. Bolt vs A. Rybakov,2.5506,0.0411,bet365,2.37,-0.07082,false
2026-03-28,Home/Away,tour,Home,G. Debru vs A. Galarneau,2.3452,0.0377,WilliamHill,2.38,0.01482,false
2026-03-28,Home/Away,tour,Away,G. Debru vs A. Galarneau,1.7434,0.0377,1xBet,1.64,-0.05929,true
2026-03-28,Home/Away,tour,Home,S. Dostanic vs A. Andrade,2.2924,0.0373,Superbet,2.3,0.00332,false
2026-03-28,Home/Away,tour,Away,S. Dostanic vs A. Andrade,1.7738,0.0373,Unibet,1.75,-0.01339,true
2026-03-28,Home/Away,tour,Home,L. Draxl vs M. Krueger,1.7112,0.0371,Betano,1.65,-0.03577,true
2026-03-28,Home/Away,tour,Away,L. Draxl vs M. Krueger,2.4061,0.0371,Superbet,2.27,-0.05655,false
2026-03-28,Home/Away,tour,Home,D. E. Galan vs C. Tabur,2.1389,0.0434,10Bet,2.05,-0.04156,false
2026-03-28,Home/Away,tour,Away,D. E. Galan vs C. Tabur,1.878,0.0434,Betfair,1.8,-0.04156,true
2026-03-28,Home/Away,tour,Home,F. A. Gomez vs A. Martin,1.4516,0.0369,bet365,1.44,-0.008,true
2026-03-28,Home/Away,tour,Away,F. A. Gomez vs A. Martin,3.2143,0.0369,WilliamHill,3,-0.06667,false
2026-03-28,Home/Away,tour,Home,J. Pinnington Jones vs J.J. Wolf,1.8341,0.0421,Unibet,1.82,-0.0077,true
2026-03-28,Home/Away,tour,Away,J. Pinnington Jones vs J.J. Wolf,2.1989,0.0421,Betano,2.12,-0.03587,false
2026-03-28,Home/Away,tour,Home,A. Sabalenka vs C. Gauff,1.3333,0.0256,188bet,1.33,-0.0025,true
2026-03-28,Home/Away,tour,Away,A. Sabalenka vs C. Gauff,4,0.0256,Marathon,3.86,-0.035,false
2026-03-28,Home/Away (1st Set),tour,Home,A. Sabalenka vs C. Gauff,1.5714,0.0338,188bet,1.43,-0.09,true
2026-03-28,Home/Away (1st Set),tour,Away,A. Sabalenka vs C. Gauff,2.75,0.0338,1xBet,3.23,0.17455,false
2026-03-28,Home/Away,tour,Home,E. Vedder vs A. Ito,1.6087,0.0446,bet365,1.57,-0.02405,true
2026-03-28,Home/Away,tour,Away,E. Vedder vs A. Ito,2.6429,0.0446,Unibet,2.63,-0.00486,false
2026-03-28,Home/Away,tour,Home,A. Bolsova Zadoinov vs E. Gorgodze,2.087,0.0435,Betfair,2.5,0.19792,false
2026-03-28,Home/Away,tour,Away,A. Bolsova Zadoinov vs E. Gorgodze,1.92,0.0435,Superbet,1.8,-0.0625,true
2026-03-28,Home/Away,tour,Home,P. Kudermetova vs C. Ansari,1.1537,0.0394,WilliamHill,1.1,-0.04658,true
2026-03-28,Home/Away,tour,Away,P. Kudermetova vs C. Ansari,7.5045,0.0394,Superbet,7.1,-0.0539,false
2026-03-28,Home/Away,tour,Home,D. Vekic vs S. Vickery,1.1399,0.0363,Betano,1.09,-0.04382,true
2026-03-28,Home/Away,tour,Away,D. Vekic vs S. Vickery,8.1455,0.0363,Superbet,8.5,0.04353,false
2026-03-28,Home/Away,tour,Home,E. Kalieva vs M. Brengle,1.4669,0.0403,Marathon,1.5,0.02257,true
2026-03-28,Home/Away,tour,Away,E. Kalieva vs M. Brengle,3.1418,0.0403,Superbet,2.77,-0.11835,false
2026-03-28,Home/Away,tour,Home,A. Urhobo vs W. Osuigwe,2.1564,0.0418,Betfair,2,-0.07254,true
2026-03-28,Home/Away,tour,Away,A. Urhobo vs W. Osuigwe,1.8647,0.0418,Unibet,1.85,-0.0079,false
2026-03-28,Home/Away,tour,Home,D. Vidmanova vs K. Jokic,1.1305,0.0372,bet365,1.11,-0.01817,true
2026-03-28,Home/Away,tour,Away,D. Vidmanova vs K. Jokic,8.6606,0.0372,Betfair,9.5,0.09693,false
2026-03-28,Home/Away,tour,Home,K. Mladenovic vs M. Stoiana,3.5448,0.0395,Betano,3.75,0.05789,false
2026-03-28,Home/Away,tour,Away,K. Mladenovic vs M. Stoiana,1.393,0.0395,bet365,1.3,-0.06674,true
2026-03-28,Home/Away,tour,Home,Y. Yuan vs K. Rinaldo Persson,1.4531,0.0379,10Bet,1.38,-0.05029,true
2026-03-28,Home/Away,tour,Away,Y. Yuan vs K. Rinaldo Persson,3.2071,0.0379,Betano,3.05,-0.049,false
2026-03-28,Home/Away,tour,Home,M. Bassols vs A. Herrero Linana,1.5141,0.037,1xBet,1.41,-0.06874,true
2026-03-28,Home/Away,tour,Away,M. Bassols vs A. Herrero Linana,2.9452,0.037,Betfair,2.88,-0.02214,false
2026-03-28,Home/Away,tour,Home,L. Pigossi vs K. Zavatska,2.9048,0.0374,bet365,3,0.03279,false
2026-03-28,Home/Away,tour,Away,L. Pigossi vs K. Zavatska,1.525,0.0374,Betfair,1.44,-0.05574,true
2026-03-28,Home/Away,tour,Home,C. Zhao vs L. Karatancheva,3.1418,0.0403,WilliamHill,3.25,0.03442,false
2026-03-28,Home/Away,tour,Away,C. Zhao vs L. Karatancheva,1.4669,0.0403,Unibet,1.42,-0.03196,true
2026-03-29,Home/Away,tour,Home,J. Lehecka vs J. Sinner,10.7778,0.0206,1xBet,11.3,0.04845,false
2026-03-29,Home/Away,tour,Away,J. Lehecka vs J. Sinner,1.1023,0.0206,Betano,1.07,-0.02928,true
2026-03-29,Home/Away,tour,Home,J. Pinnington Jones vs Dar. Blanch,1.6835,0.0392,Unibet,1.63,-0.0318,true
2026-03-29,Home/Away,tour,Away,J. Pinnington Jones vs Dar. Blanch,2.463,0.0392,Superbet,2.32,-0.05805,false
2026-03-29,Home/Away,tour,Home,F. A. Gomez vs C. Tabur,2.2924,0.0373,Superbet,2.12,-0.0752,true
2026-03-29,Home/Away,tour,Away,F. A. Gomez vs C. Tabur,1.7738,0.0373,1xBet,1.78,0.00352,false
2026-03-29,Home/Away,tour,Home,P. Herbert vs L. Harris,2.1854,0.0357,Sbo,2.17,-0.00704,false
2026-03-29,Home/Away,tour,Away,P. Herbert vs L. Harris,1.8436,0.0357,Unibet,1.76,-0.04535,true
2026-03-29,Home/Away,tour,Home,I. Ivashka vs N. Budkov Kjaer,3.7786,0.0381,1xBet,3.8,0.00566,false
2026-03-29,Home/Away,tour,Away,I. Ivashka vs N. Budkov Kjaer,1.3599,0.0381,WilliamHill,1.3,-0.04404,true
2026-03-29,Home/Away,tour,Home,Y. Lalami Laaroussi vs M. Echargui,5.5,0.0358,Superbet,6.4,0.16364,false
2026-03-29,Home/Away,tour,Away,Y. Lalami Laaroussi vs M. Echargui,1.2222,0.0358,10Bet,1.14,-0.06727,true
2026-03-29,Home/Away,tour,Home,H. Rocha vs D. Jorda Sanchis,1.2235,0.0369,WilliamHill,1.17,-0.04372,true
2026-03-29,Home/Away,tour,Away,H. Rocha vs D. Jorda Sanchis,5.4746,0.0369,10Bet,5.5,0.00464,false
2026-03-29,Home/Away,tour,Home,A. Jamji vs R. Sakamoto,34.5842,0.0196,bet365,26,-0.24821,false
