date,match,tournament,firstSet,leg36,leg46,leg57,dutch,overround,outcomes,won
2026-04-20,L. Havlickova vs M. Ristic,Oeiras 4 (Portugal) - Qualification,6:7,8,7.5,15,3.0769230769230775,1.2330945198592256,14,false
2026-06-15,G. Onclin vs K. Jacquet,Dublin (Ireland) - Qualification,6:7,11.5,10,19,4.173829990448902,0.891470126706456,14,false
2026-06-22,J. Choinski vs A. Popyrin,Eastbourne,1:6,6,6,15,2.5,1.1383906443641048,14,false
2026-06-22,F. Marozsan vs A. Molcan,Mallorca,2:6,15,6.65,17,3.624946558358273,1.062071560809951,14,false
2026-04-20,A. Gea vs V. Gaubas,Madrid,2:6,6.5,6.25,15,2.628032345013477,1.2817502672144767,14,false
2026-07-06,C. Werner vs D. Salkova,Contrexeville,6:1,6.5,6.5,13.5,2.6194029850746268,1.2058027285307156,14,false
2026-07-13,D. Khomutsianskaya vs Y. Zhang,Istanbul 2 (Turkey) - Qualification,1:6,11,15,21,4.873417721518987,1.2967016599209489,14,false
2026-06-15,A. Hayen vs I. Parisca,Asuncion 2 (Paraguay) - Qualification,2:6,4.33,6.5,19,2.286108201697198,1.0399960775809354,10,false
2026-06-22,A. Walton vs N. Kyrgios,Mallorca,6:3,6.5,6.5,15,2.671232876712329,1.1848213365815246,14,false
2026-04-20,A. Pellegrino vs M. Damm,Madrid,0:6,6.5,9.5,17,3.145318352059925,1.1725064777134613,14,false
2026-07-06,A. Hesse vs B. Palicova,Contrexeville,6:4,6,7,13.5,2.606896551724138,1.1910045641156828,14,false
2026-06-15,B. Fernandez vs N. Hardt,Asuncion 2 (Paraguay) - Qualification,6:3,4.8,6.3,17,2.3480405590572757,1.099014326585518,14,false
2026-06-22,A. Andrade vs C. Smith,Wimbledon,3:6,5,7.5,13,2.4374999999999996,1.070291180817308,14,true
2026-04-20,Z. Svajda vs R. Sakamoto,Madrid,6:7,9,5.8,15,2.8555798687089715,1.169238037430854,14,false
2026-07-06,A. Herrero Linana vs L. Nguyen Tan,Contrexeville,6:1,6.5,8,15,2.894248608534323,1.2313148867608674,14,false
2026-07-13,Y. Kabbaj vs E. Perelygina,Kitzbuhel (Austria) - Qualification,6:2,12,10.25,20,4.330985915492958,1.1847819394136294,14,false
2026-06-22,Y. Bu vs H. Dellien,Wimbledon,6:4,26,29,71,11.49044859411891,1.0402317962711363,14,false
2026-04-20,E. Moller vs H. Gaston,Madrid,6:3,5.5,6.15,15,2.4325782092772386,1.2587799302205434,14,false
2026-03-16,R. A. Burruchaga vs A. Fery,Miami,6:2,5.7,6.3,14.2,2.4716300712519996,1.3571337002620925,14,false
2026-07-06,J. Grabher vs R. Masarova,Contrexeville,6:7,6,9.5,13.5,2.890140845070423,1.0969402938701183,14,false
2026-07-13,D. Papamichail vs E. Andreeva,Kitzbuhel (Austria) - Qualification,2:6,5.5,6.7,13.5,2.4682460927809475,1.2064925148978565,14,false
2026-06-15,A. Donski vs F. Pieczonka,Poznan,6:3,17,5.5,21,3.4690812720848054,1.0525087399700401,12,false
2026-06-22,G. Cadenasso vs F. Cina,Wimbledon,3:6,8.5,5.85,14,2.7776558603491277,1.116249618216762,14,true
2026-04-20,O. Virtanen vs T. Droguet,Madrid,6:2,5.85,9.5,15,2.916557334033062,1.1679721332966593,14,false
2026-03-16,Y. Bu vs T. Schoolkate,Miami,7:5,5.75,9,17,2.9082644628099175,1.1644676778750438,14,false
